[0.026s][info][class,load] opened: D:\DevelopSoftwares\path\jdk-11.0.5\lib\modules
[0.149s][info][class,load] java.lang.ModuleLayer source: jrt:/java.base
[0.149s][info][class,load] java.util.ListIterator source: jrt:/java.base
[0.149s][info][class,load] java.util.ImmutableCollections$ListItr source: jrt:/java.base
[0.149s][info][class,load] java.util.ArrayList$Itr source: jrt:/java.base
[0.151s][info][class,load] java.util.Collections$UnmodifiableCollection source: jrt:/java.base
[0.151s][info][class,load] java.util.Collections$UnmodifiableSet source: jrt:/java.base
[0.151s][info][class,load] java.util.Collections$UnmodifiableCollection$1 source: jrt:/java.base
[0.154s][info][class,load] java.util.concurrent.CopyOnWriteArrayList source: jrt:/java.base
[0.154s][info][class,load] jdk.internal.module.ServicesCatalog$ServiceProvider source: jrt:/java.base
[0.155s][info][class,load] java.util.HashMap$KeySet source: jrt:/java.base
[0.155s][info][class,load] java.util.HashMap$HashIterator source: jrt:/java.base
[0.155s][info][class,load] java.util.HashMap$KeyIterator source: jrt:/java.base
[0.155s][info][class,load] java.lang.ModuleLayer$Controller source: jrt:/java.base
[0.155s][info][class,load] jdk.internal.module.IllegalAccessLogger$Mode source: jrt:/java.base
[0.155s][info][class,load] jdk.internal.module.IllegalAccessLogger$Builder source: jrt:/java.base
[0.156s][info][class,load] java.util.HashMap$Values source: jrt:/java.base
[0.156s][info][class,load] java.util.HashMap$ValueIterator source: jrt:/java.base
[0.156s][info][class,load] jdk.internal.module.ModuleBootstrap$2 source: jrt:/java.base
[0.156s][info][class,load] java.util.HashMap$EntrySet source: jrt:/java.base
[0.156s][info][class,load] java.util.HashMap$EntryIterator source: jrt:/java.base
[0.159s][info][class,load] jdk.internal.module.IllegalAccessLogger source: jrt:/java.base
[0.159s][info][class,load] jdk.jfr.internal.EventWriter source: jrt:/jdk.jfr
[0.160s][info][class,load] jdk.internal.vm.PostVMInitHook source: jrt:/java.base
[0.160s][info][class,load] java.util.Locale source: jrt:/java.base
[0.160s][info][class,load] sun.util.locale.LocaleObjectCache source: jrt:/java.base
[0.160s][info][class,load] java.util.Locale$Cache source: jrt:/java.base
[0.160s][info][class,load] sun.util.locale.BaseLocale source: jrt:/java.base
[0.161s][info][class,load] sun.util.locale.BaseLocale$Cache source: jrt:/java.base
[0.161s][info][class,load] sun.util.locale.BaseLocale$Key source: jrt:/java.base
[0.161s][info][class,load] sun.util.locale.LocaleObjectCache$CacheEntry source: jrt:/java.base
[0.161s][info][class,load] sun.util.locale.LocaleUtils source: jrt:/java.base
[0.161s][info][class,load] sun.util.locale.InternalLocaleBuilder source: jrt:/java.base
[0.161s][info][class,load] sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar source: jrt:/java.base
[0.162s][info][class,load] jdk.internal.vm.PostVMInitHook$2 source: jrt:/java.base
[0.162s][info][class,load] jdk.internal.util.EnvUtils source: jrt:/java.base
[0.162s][info][class,load] java.lang.StringCoding$StringEncoder source: jrt:/java.base
[0.162s][info][class,load] jdk.internal.vm.PostVMInitHook$1 source: jrt:/java.base
[0.163s][info][class,load] sun.launcher.LauncherHelper source: jrt:/java.base
[0.163s][info][class,load] java.util.zip.ZipConstants source: jrt:/java.base
[0.163s][info][class,load] java.util.zip.ZipFile source: jrt:/java.base
[0.163s][info][class,load] java.util.jar.JarFile source: jrt:/java.base
[0.164s][info][class,load] jdk.internal.misc.JavaUtilZipFileAccess source: jrt:/java.base
[0.164s][info][class,load] java.util.zip.ZipFile$1 source: jrt:/java.base
[0.164s][info][class,load] jdk.internal.misc.JavaUtilJarAccess source: jrt:/java.base
[0.164s][info][class,load] java.util.jar.JavaUtilJarAccessImpl source: jrt:/java.base
[0.164s][info][class,load] java.lang.Runtime$Version source: jrt:/java.base
[0.164s][info][class,load] java.util.zip.ZipCoder source: jrt:/java.base
[0.164s][info][class,load] java.util.zip.ZipCoder$UTF8 source: jrt:/java.base
[0.164s][info][class,load] java.util.zip.ZipFile$CleanableResource source: jrt:/java.base
[0.164s][info][class,load] jdk.internal.ref.CleanerFactory source: jrt:/java.base
[0.164s][info][class,load] java.util.concurrent.ThreadFactory source: jrt:/java.base
[0.164s][info][class,load] jdk.internal.ref.CleanerFactory$1 source: jrt:/java.base
[0.164s][info][class,load] java.lang.ref.Cleaner source: jrt:/java.base
[0.165s][info][class,load] java.lang.ref.Cleaner$1 source: jrt:/java.base
[0.165s][info][class,load] jdk.internal.ref.CleanerImpl source: jrt:/java.base
[0.165s][info][class,load] java.lang.ref.Cleaner$Cleanable source: jrt:/java.base
[0.165s][info][class,load] jdk.internal.ref.PhantomCleanable source: jrt:/java.base
[0.165s][info][class,load] jdk.internal.ref.CleanerImpl$PhantomCleanableRef source: jrt:/java.base
[0.165s][info][class,load] jdk.internal.ref.WeakCleanable source: jrt:/java.base
[0.165s][info][class,load] jdk.internal.ref.CleanerImpl$WeakCleanableRef source: jrt:/java.base
[0.165s][info][class,load] jdk.internal.ref.SoftCleanable source: jrt:/java.base
[0.165s][info][class,load] jdk.internal.ref.CleanerImpl$SoftCleanableRef source: jrt:/java.base
[0.165s][info][class,load] jdk.internal.ref.CleanerImpl$CleanerCleanable source: jrt:/java.base
[0.165s][info][class,load] jdk.internal.ref.CleanerFactory$1$1 source: jrt:/java.base
[0.165s][info][class,load] jdk.internal.misc.InnocuousThread source: jrt:/java.base
[0.165s][info][class,load] jdk.internal.misc.InnocuousThread$3 source: jrt:/java.base
[0.165s][info][class,load] jdk.internal.misc.InnocuousThread$2 source: jrt:/java.base
[0.166s][info][class,load] java.util.zip.ZipFile$Source source: jrt:/java.base
[0.166s][info][class,load] java.util.zip.ZipFile$Source$Key source: jrt:/java.base
[0.166s][info][class,load] java.nio.file.FileSystems source: jrt:/java.base
[0.166s][info][class,load] java.nio.file.FileSystems$DefaultFileSystemHolder source: jrt:/java.base
[0.166s][info][class,load] java.nio.file.FileSystems$DefaultFileSystemHolder$1 source: jrt:/java.base
[0.166s][info][class,load] sun.nio.fs.DefaultFileSystemProvider source: jrt:/java.base
[0.166s][info][class,load] java.nio.file.spi.FileSystemProvider source: jrt:/java.base
[0.166s][info][class,load] sun.nio.fs.AbstractFileSystemProvider source: jrt:/java.base
[0.166s][info][class,load] sun.nio.fs.WindowsFileSystemProvider source: jrt:/java.base
[0.167s][info][class,load] java.nio.file.OpenOption source: jrt:/java.base
[0.167s][info][class,load] java.nio.file.StandardOpenOption source: jrt:/java.base
[0.167s][info][class,load] java.nio.file.FileSystem source: jrt:/java.base
[0.167s][info][class,load] sun.nio.fs.WindowsFileSystem source: jrt:/java.base
[0.167s][info][class,load] java.util.Arrays$ArrayList source: jrt:/java.base
[0.167s][info][class,load] java.util.Arrays$ArrayItr source: jrt:/java.base
[0.167s][info][class,load] sun.nio.fs.WindowsPathParser source: jrt:/java.base
[0.167s][info][class,load] sun.nio.fs.WindowsPathType source: jrt:/java.base
[0.167s][info][class,load] sun.nio.fs.WindowsPathParser$Result source: jrt:/java.base
[0.167s][info][class,load] java.net.URI$Parser source: jrt:/java.base
[0.168s][info][class,load] java.nio.file.Watchable source: jrt:/java.base
[0.168s][info][class,load] java.nio.file.Path source: jrt:/java.base
[0.168s][info][class,load] sun.nio.fs.WindowsPath source: jrt:/java.base
[0.168s][info][class,load] java.nio.file.attribute.BasicFileAttributes source: jrt:/java.base
[0.168s][info][class,load] java.nio.file.CopyOption source: jrt:/java.base
[0.168s][info][class,load] java.nio.file.LinkOption source: jrt:/java.base
[0.168s][info][class,load] java.nio.file.Files source: jrt:/java.base
[0.168s][info][class,load] java.nio.file.attribute.AttributeView source: jrt:/java.base
[0.168s][info][class,load] java.nio.file.attribute.FileAttributeView source: jrt:/java.base
[0.168s][info][class,load] java.nio.file.attribute.BasicFileAttributeView source: jrt:/java.base
[0.169s][info][class,load] sun.nio.fs.Util source: jrt:/java.base
[0.169s][info][class,load] sun.nio.fs.WindowsFileAttributeViews source: jrt:/java.base
[0.169s][info][class,load] sun.nio.fs.DynamicFileAttributeView source: jrt:/java.base
[0.169s][info][class,load] sun.nio.fs.AbstractBasicFileAttributeView source: jrt:/java.base
[0.169s][info][class,load] sun.nio.fs.WindowsFileAttributeViews$Basic source: jrt:/java.base
[0.169s][info][class,load] java.nio.file.attribute.DosFileAttributes source: jrt:/java.base
[0.169s][info][class,load] sun.nio.fs.WindowsFileAttributes source: jrt:/java.base
[0.169s][info][class,load] sun.nio.fs.NativeBuffers source: jrt:/java.base
[0.169s][info][class,load] sun.nio.fs.NativeBuffers$1 source: jrt:/java.base
[0.169s][info][class,load] jdk.internal.misc.TerminatingThreadLocal$1 source: jrt:/java.base
[0.169s][info][class,load] java.util.IdentityHashMap source: jrt:/java.base
[0.169s][info][class,load] java.util.IdentityHashMap$KeySet source: jrt:/java.base
[0.169s][info][class,load] sun.nio.fs.NativeBuffer source: jrt:/java.base
[0.170s][info][class,load] sun.nio.fs.NativeBuffer$Deallocator source: jrt:/java.base
[0.170s][info][class,load] sun.nio.fs.WindowsNativeDispatcher source: jrt:/java.base
[0.170s][info][class,load] sun.nio.fs.WindowsNativeDispatcher$1 source: jrt:/java.base
[0.170s][info][class,load] java.lang.ClassLoader$2 source: jrt:/java.base
[0.170s][info][class,load] java.lang.ClassLoader$NativeLibrary source: jrt:/java.base
[0.171s][info][class,load] java.util.ArrayDeque$DeqIterator source: jrt:/java.base
[0.175s][info][class,load] java.util.concurrent.ConcurrentHashMap$ValuesView source: jrt:/java.base
[0.175s][info][class,load] java.util.Enumeration source: jrt:/java.base
[0.175s][info][class,load] java.util.concurrent.ConcurrentHashMap$ValueIterator source: jrt:/java.base
[0.175s][info][class,load] sun.nio.fs.WindowsNativeDispatcher$FirstFile source: jrt:/java.base
[0.175s][info][class,load] sun.nio.fs.WindowsNativeDispatcher$FirstStream source: jrt:/java.base
[0.175s][info][class,load] sun.nio.fs.WindowsNativeDispatcher$VolumeInformation source: jrt:/java.base
[0.175s][info][class,load] sun.nio.fs.WindowsNativeDispatcher$DiskFreeSpace source: jrt:/java.base
[0.175s][info][class,load] sun.nio.fs.WindowsNativeDispatcher$Account source: jrt:/java.base
[0.175s][info][class,load] sun.nio.fs.WindowsNativeDispatcher$AclInformation source: jrt:/java.base
[0.175s][info][class,load] sun.nio.fs.WindowsNativeDispatcher$CompletionStatus source: jrt:/java.base
[0.176s][info][class,load] java.util.concurrent.TimeUnit source: jrt:/java.base
[0.176s][info][class,load] java.nio.file.attribute.FileTime source: jrt:/java.base
[0.176s][info][class,load] java.io.DataOutput source: jrt:/java.base
[0.176s][info][class,load] java.io.DataInput source: jrt:/java.base
[0.176s][info][class,load] java.io.RandomAccessFile source: jrt:/java.base
[0.176s][info][class,load] jdk.internal.misc.JavaIORandomAccessFileAccess source: jrt:/java.base
[0.176s][info][class,load] java.io.RandomAccessFile$2 source: jrt:/java.base
[0.176s][info][class,load] java.util.concurrent.atomic.AtomicBoolean source: jrt:/java.base
[0.177s][info][class,load] java.lang.invoke.MethodHandles source: jrt:/java.base
[0.177s][info][class,load] java.lang.invoke.MemberName$Factory source: jrt:/java.base
[0.177s][info][class,load] java.security.Guard source: jrt:/java.base
[0.177s][info][class,load] java.security.Permission source: jrt:/java.base
[0.177s][info][class,load] java.security.BasicPermission source: jrt:/java.base
[0.177s][info][class,load] java.lang.reflect.ReflectPermission source: jrt:/java.base
[0.177s][info][class,load] java.lang.invoke.MethodHandles$Lookup source: jrt:/java.base
[0.177s][info][class,load] sun.invoke.util.VerifyAccess source: jrt:/java.base
[0.178s][info][class,load] java.lang.NoSuchFieldException source: jrt:/java.base
[0.178s][info][class,load] java.lang.invoke.VarHandles source: jrt:/java.base
[0.178s][info][class,load] java.lang.invoke.VarHandleInts$FieldInstanceReadOnly source: jrt:/java.base
[0.178s][info][class,load] java.lang.invoke.VarHandleInts$FieldInstanceReadWrite source: jrt:/java.base
[0.178s][info][class,load] java.lang.invoke.VarHandle$1 source: jrt:/java.base
[0.178s][info][class,load] java.util.function.BiFunction source: jrt:/java.base
[0.178s][info][class,load] jdk.internal.util.Preconditions$1 source: jrt:/java.base
[0.178s][info][class,load] java.lang.invoke.VarHandleGuards source: jrt:/java.base
[0.179s][info][class,load] java.lang.invoke.VarForm source: jrt:/java.base
[0.179s][info][class,load] java.lang.invoke.VarHandle$AccessType source: jrt:/java.base
[0.179s][info][class,load] java.lang.Void source: jrt:/java.base
[0.179s][info][class,load] java.lang.invoke.VarHandle$AccessMode source: jrt:/java.base
[0.179s][info][class,load] java.lang.invoke.MethodType$ConcurrentWeakInternSet source: jrt:/java.base
[0.179s][info][class,load] java.lang.invoke.MethodType$ConcurrentWeakInternSet$WeakEntry source: jrt:/java.base
[0.179s][info][class,load] java.lang.invoke.MethodTypeForm source: jrt:/java.base
[0.180s][info][class,load] sun.invoke.util.Wrapper source: jrt:/java.base
[0.180s][info][class,load] sun.invoke.util.Wrapper$Format source: jrt:/java.base
[0.180s][info][class,load] java.io.FileCleanable source: jrt:/java.base
[0.180s][info][class,load] java.util.zip.ZipFile$Source$End source: jrt:/java.base
[0.181s][info][class,load] java.util.zip.ZipUtils source: jrt:/java.base
[0.181s][info][class,load] jdk.internal.perf.PerfCounter source: jrt:/java.base
[0.181s][info][class,load] jdk.internal.perf.Perf$GetPerfAction source: jrt:/java.base
[0.181s][info][class,load] jdk.internal.perf.Perf source: jrt:/java.base
[0.181s][info][class,load] jdk.internal.perf.PerfCounter$CoreCounters source: jrt:/java.base
[0.181s][info][class,load] sun.nio.ch.DirectBuffer source: jrt:/java.base
[0.182s][info][class,load] java.nio.MappedByteBuffer source: jrt:/java.base
[0.182s][info][class,load] java.nio.DirectByteBuffer source: jrt:/java.base
[0.182s][info][class,load] java.nio.Bits source: jrt:/java.base
[0.182s][info][class,load] java.util.concurrent.atomic.AtomicLong source: jrt:/java.base
[0.182s][info][class,load] jdk.internal.misc.JavaNioAccess$BufferPool source: jrt:/java.base
[0.182s][info][class,load] java.nio.Bits$1 source: jrt:/java.base
[0.182s][info][class,load] java.nio.LongBuffer source: jrt:/java.base
[0.182s][info][class,load] java.nio.DirectLongBufferU source: jrt:/java.base
[0.182s][info][class,load] java.util.jar.JarFile$1 source: jrt:/java.base
[0.183s][info][class,load] java.util.zip.ZipEntry source: jrt:/java.base
[0.183s][info][class,load] java.util.jar.JarEntry source: jrt:/java.base
[0.183s][info][class,load] java.util.jar.JarFile$JarFileEntry source: jrt:/java.base
[0.183s][info][class,load] java.util.zip.ZipFile$ZipFileInputStream source: jrt:/java.base
[0.183s][info][class,load] java.util.zip.InflaterInputStream source: jrt:/java.base
[0.183s][info][class,load] java.util.zip.ZipFile$ZipFileInflaterInputStream source: jrt:/java.base
[0.183s][info][class,load] java.util.zip.Inflater source: jrt:/java.base
[0.184s][info][class,load] java.util.zip.Inflater$InflaterZStreamRef source: jrt:/java.base
[0.184s][info][class,load] java.util.zip.ZipFile$InflaterCleanupAction source: jrt:/java.base
[0.184s][info][class,load] java.util.jar.JarVerifier source: jrt:/java.base
[0.184s][info][class,load] sun.security.util.Debug source: jrt:/java.base
[0.185s][info][class,load] java.security.CodeSigner source: jrt:/java.base
[0.185s][info][class,load] java.io.ByteArrayOutputStream source: jrt:/java.base
[0.185s][info][class,load] java.util.jar.Attributes source: jrt:/java.base
[0.185s][info][class,load] java.util.jar.Manifest$FastInputStream source: jrt:/java.base
[0.185s][info][class,load] java.util.jar.Attributes$Name source: jrt:/java.base
[0.186s][info][class,load] java.lang.invoke.VarHandle$AccessDescriptor source: jrt:/java.base
[0.186s][info][class,load] java.io.RandomAccessFile$1 source: jrt:/java.base
[0.186s][info][class,load] sun.net.util.URLUtil source: jrt:/java.base
[0.186s][info][class,load] java.security.PrivilegedExceptionAction source: jrt:/java.base
[0.186s][info][class,load] jdk.internal.loader.URLClassPath$3 source: jrt:/java.base
[0.186s][info][class,load] jdk.internal.loader.URLClassPath$Loader source: jrt:/java.base
[0.186s][info][class,load] jdk.internal.loader.URLClassPath$JarLoader source: jrt:/java.base
[0.187s][info][class,load] sun.net.www.protocol.jar.Handler source: jrt:/java.base
[0.187s][info][class,load] jdk.internal.loader.URLClassPath$JarLoader$1 source: jrt:/java.base
[0.187s][info][class,load] jdk.internal.loader.FileURLMapper source: jrt:/java.base
[0.188s][info][class,load] jdk.internal.util.jar.JarIndex source: jrt:/java.base
[0.188s][info][class,load] jdk.internal.loader.Resource source: jrt:/java.base
[0.188s][info][class,load] jdk.internal.loader.URLClassPath$JarLoader$2 source: jrt:/java.base
[0.189s][info][class,load] java.lang.NamedPackage source: jrt:/java.base
[0.189s][info][class,load] java.lang.Package source: jrt:/java.base
[0.189s][info][class,load] java.lang.Package$VersionInfo source: jrt:/java.base
[0.189s][info][class,load] sun.nio.ByteBuffered source: jrt:/java.base
[0.189s][info][class,load] java.security.SecureClassLoader$CodeSourceKey source: jrt:/java.base
[0.189s][info][class,load] java.security.SecureClassLoader$1 source: jrt:/java.base
[0.190s][info][class,load] java.security.PermissionCollection source: jrt:/java.base
[0.190s][info][class,load] sun.security.util.LazyCodeSourcePermissionCollection source: jrt:/java.base
[0.190s][info][class,load] java.security.Permissions source: jrt:/java.base
[0.190s][info][class,load] java.lang.RuntimePermission source: jrt:/java.base
[0.190s][info][class,load] java.security.Permissions$1 source: jrt:/java.base
[0.190s][info][class,load] java.security.BasicPermissionCollection source: jrt:/java.base
[0.190s][info][class,load] java.security.AllPermission source: jrt:/java.base
[0.190s][info][class,load] java.security.UnresolvedPermission source: jrt:/java.base
[0.190s][info][class,load] java.security.SecureClassLoader$DebugHolder source: jrt:/java.base
[0.191s][info][class,load] com.simontuffs.onejar.Boot source: file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar
[0.191s][info][class,load] java.io.IOException source: jrt:/java.base
[0.191s][info][class,load] java.net.MalformedURLException source: jrt:/java.base
[0.191s][info][class,load] java.io.Reader source: jrt:/java.base
[0.192s][info][class,load] java.io.InputStreamReader source: jrt:/java.base
[0.193s][info][class,load] com.simontuffs.onejar.IProperties source: file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar
[0.193s][info][class,load] com.simontuffs.onejar.JarClassLoader source: file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar
[0.193s][info][class,load] java.util.zip.ZipInputStream source: jrt:/java.base
[0.193s][info][class,load] java.util.jar.JarInputStream source: jrt:/java.base
[0.194s][info][class,load] java.lang.PublicMethods$MethodList source: jrt:/java.base
[0.194s][info][class,load] java.lang.PublicMethods$Key source: jrt:/java.base
[0.194s][info][class,load] jdk.internal.module.Resources source: jrt:/java.base
[0.194s][info][class,load] jdk.internal.loader.BuiltinClassLoader$2 source: jrt:/java.base
[0.194s][info][class,load] jdk.internal.loader.BuiltinClassLoader$5 source: jrt:/java.base
[0.194s][info][class,load] java.lang.module.ModuleReader source: jrt:/java.base
[0.195s][info][class,load] jdk.internal.module.SystemModuleFinders$SystemModuleReader source: jrt:/java.base
[0.195s][info][class,load] jdk.internal.module.SystemModuleFinders$SystemImage source: jrt:/java.base
[0.195s][info][class,load] jdk.internal.jimage.ImageReaderFactory source: jrt:/java.base
[0.195s][info][class,load] java.nio.file.Paths source: jrt:/java.base
[0.195s][info][class,load] jdk.internal.jimage.ImageReaderFactory$1 source: jrt:/java.base
[0.195s][info][class,load] jdk.internal.jimage.ImageReader source: jrt:/java.base
[0.195s][info][class,load] jdk.internal.jimage.BasicImageReader source: jrt:/java.base
[0.195s][info][class,load] jdk.internal.jimage.ImageReader$SharedImageReader source: jrt:/java.base
[0.195s][info][class,load] jdk.internal.jimage.BasicImageReader$1 source: jrt:/java.base
[0.195s][info][class,load] jdk.internal.jimage.NativeImageBuffer source: jrt:/java.base
[0.195s][info][class,load] jdk.internal.jimage.NativeImageBuffer$1 source: jrt:/java.base
[0.196s][info][class,load] jdk.internal.jimage.ImageHeader source: jrt:/java.base
[0.196s][info][class,load] java.nio.IntBuffer source: jrt:/java.base
[0.196s][info][class,load] java.nio.DirectIntBufferU source: jrt:/java.base
[0.196s][info][class,load] java.nio.DirectByteBufferR source: jrt:/java.base
[0.196s][info][class,load] java.nio.DirectIntBufferRU source: jrt:/java.base
[0.197s][info][class,load] jdk.internal.jimage.ImageStrings source: jrt:/java.base
[0.197s][info][class,load] jdk.internal.jimage.ImageStringsReader source: jrt:/java.base
[0.197s][info][class,load] jdk.internal.jimage.decompressor.Decompressor source: jrt:/java.base
[0.197s][info][class,load] jdk.internal.jimage.ImageLocation source: jrt:/java.base
[0.199s][info][class,load] java.util.Collections$EmptyEnumeration source: jrt:/java.base
[0.200s][info][class,load] java.io.PushbackInputStream source: jrt:/java.base
[0.200s][info][class,load] java.util.zip.Checksum source: jrt:/java.base
[0.200s][info][class,load] java.util.zip.CRC32 source: jrt:/java.base
[0.200s][info][class,load] java.util.zip.Checksum$1 source: jrt:/java.base
[0.200s][info][class,load] sun.security.util.ManifestEntryVerifier source: jrt:/java.base
[0.327s][info][class,load] com.simontuffs.onejar.Boot$2 source: file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar
[0.329s][info][class,load] java.net.URLClassLoader source: jrt:/java.base
[0.329s][info][class,load] com.simontuffs.onejar.JarClassLoader$1 source: file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar
[0.330s][info][class,load] java.lang.SecurityException source: jrt:/java.base
[0.330s][info][class,load] com.simontuffs.onejar.Handler source: file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar
[0.330s][info][class,load] com.simontuffs.onejar.JarClassLoader$IURLFactory source: file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar
[0.331s][info][class,load] java.util.Collections$SynchronizedMap source: jrt:/java.base
[0.331s][info][class,load] java.net.URLConnection source: jrt:/java.base
[0.331s][info][class,load] com.simontuffs.onejar.Handler$1 source: file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar
[0.332s][info][class,load] com.simontuffs.onejar.JarClassLoader$FileURLFactory source: file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar
[0.332s][info][class,load] com.simontuffs.onejar.JarClassLoader$FileURLFactory$1 source: file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar
[0.333s][info][class,load] java.net.JarURLConnection source: jrt:/java.base
[0.333s][info][class,load] com.simontuffs.onejar.OneJarURLConnection source: file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar
[0.333s][info][class,load] java.lang.invoke.LambdaMetafactory source: jrt:/java.base
[0.333s][info][class,load] java.lang.invoke.LambdaForm$NamedFunction source: jrt:/java.base
[0.334s][info][class,load] java.lang.invoke.DirectMethodHandle$Holder source: jrt:/java.base
[0.334s][info][class,load] sun.invoke.util.ValueConversions source: jrt:/java.base
[0.335s][info][class,load] java.lang.invoke.MethodHandleImpl source: jrt:/java.base
[0.335s][info][class,load] java.lang.invoke.Invokers source: jrt:/java.base
[0.335s][info][class,load] java.lang.invoke.LambdaForm$Kind source: jrt:/java.base
[0.335s][info][class,load] java.lang.NoSuchMethodException source: jrt:/java.base
[0.336s][info][class,load] java.lang.invoke.LambdaForm$BasicType source: jrt:/java.base
[0.336s][info][class,load] java.lang.invoke.LambdaForm$Name source: jrt:/java.base
[0.336s][info][class,load] java.lang.invoke.LambdaForm$Holder source: jrt:/java.base
[0.336s][info][class,load] java.lang.invoke.MethodHandleImpl$Intrinsic source: jrt:/java.base
[0.337s][info][class,load] java.lang.invoke.InvokerBytecodeGenerator source: jrt:/java.base
[0.337s][info][class,load] java.lang.invoke.InvokerBytecodeGenerator$2 source: jrt:/java.base
[0.337s][info][class,load] java.lang.invoke.DirectMethodHandle$Special source: jrt:/java.base
[0.338s][info][class,load] java.lang.invoke.BootstrapMethodInvoker source: jrt:/java.base
[0.338s][info][class,load] java.lang.invoke.Invokers$Holder source: jrt:/java.base
[0.338s][info][class,load] jdk.internal.misc.JavaLangInvokeAccess source: jrt:/java.base
[0.338s][info][class,load] java.lang.invoke.MethodHandleImpl$1 source: jrt:/java.base
[0.339s][info][class,load] java.lang.invoke.AbstractValidatingLambdaMetafactory source: jrt:/java.base
[0.339s][info][class,load] java.lang.invoke.InnerClassLambdaMetafactory source: jrt:/java.base
[0.339s][info][class,load] jdk.internal.org.objectweb.asm.Type source: jrt:/java.base
[0.339s][info][class,load] java.lang.invoke.MethodHandleInfo source: jrt:/java.base
[0.339s][info][class,load] java.lang.invoke.InfoFromMemberName source: jrt:/java.base
[0.339s][info][class,load] sun.invoke.util.BytecodeDescriptor source: jrt:/java.base
[0.340s][info][class,load] jdk.internal.org.objectweb.asm.ClassVisitor source: jrt:/java.base
[0.340s][info][class,load] jdk.internal.org.objectweb.asm.ClassWriter source: jrt:/java.base
[0.340s][info][class,load] jdk.internal.org.objectweb.asm.ByteVector source: jrt:/java.base
[0.340s][info][class,load] jdk.internal.org.objectweb.asm.Item source: jrt:/java.base
[0.340s][info][class,load] jdk.internal.org.objectweb.asm.FieldVisitor source: jrt:/java.base
[0.340s][info][class,load] jdk.internal.org.objectweb.asm.FieldWriter source: jrt:/java.base
[0.340s][info][class,load] jdk.internal.org.objectweb.asm.MethodVisitor source: jrt:/java.base
[0.340s][info][class,load] jdk.internal.org.objectweb.asm.MethodWriter source: jrt:/java.base
[0.341s][info][class,load] jdk.internal.org.objectweb.asm.Label source: jrt:/java.base
[0.341s][info][class,load] jdk.internal.org.objectweb.asm.Frame source: jrt:/java.base
[0.341s][info][class,load] jdk.internal.org.objectweb.asm.AnnotationVisitor source: jrt:/java.base
[0.341s][info][class,load] jdk.internal.org.objectweb.asm.AnnotationWriter source: jrt:/java.base
[0.341s][info][class,load] java.lang.invoke.TypeConvertingMethodAdapter source: jrt:/java.base
[0.341s][info][class,load] java.lang.invoke.InnerClassLambdaMetafactory$ForwardingMethodGenerator source: jrt:/java.base
[0.342s][info][class,load] java.util.jar.JarFile$$Lambda$1/0x0000000100065840 source: java.util.jar.JarFile
[0.342s][info][class,load] java.util.zip.ZipFile$ZipEntryIterator source: jrt:/java.base
[0.343s][info][class,load] java.util.regex.Pattern source: jrt:/java.base
[0.343s][info][class,load] java.util.regex.Pattern$Node source: jrt:/java.base
[0.343s][info][class,load] java.util.regex.Pattern$1 source: jrt:/java.base
[0.343s][info][class,load] java.util.regex.Pattern$LastNode source: jrt:/java.base
[0.343s][info][class,load] java.util.regex.Pattern$GroupHead source: jrt:/java.base
[0.344s][info][class,load] java.util.regex.Pattern$CharPredicate source: jrt:/java.base
[0.344s][info][class,load] java.util.regex.Pattern$BmpCharPredicate source: jrt:/java.base
[0.344s][info][class,load] java.util.regex.Pattern$$Lambda$2/0x0000000100065c40 source: java.util.regex.Pattern
[0.345s][info][class,load] java.util.regex.Pattern$CharProperty source: jrt:/java.base
[0.345s][info][class,load] java.util.regex.Pattern$BmpCharProperty source: jrt:/java.base
[0.345s][info][class,load] java.util.regex.Pattern$BitClass source: jrt:/java.base
[0.345s][info][class,load] java.util.regex.Pattern$BitClass$$Lambda$3/0x0000000100065040 source: java.util.regex.Pattern$BitClass
[0.346s][info][class,load] java.util.regex.Pattern$$Lambda$4/0x0000000100065440 source: java.util.regex.Pattern
[0.346s][info][class,load] java.lang.IncompatibleClassChangeError source: jrt:/java.base
[0.346s][info][class,load] java.lang.NoSuchMethodError source: jrt:/java.base
[0.346s][info][class,load] java.lang.invoke.InvokerBytecodeGenerator$CpPatch source: jrt:/java.base
[0.347s][info][class,load] sun.invoke.util.VerifyType source: jrt:/java.base
[0.347s][info][class,load] sun.invoke.empty.Empty source: jrt:/java.base
[0.347s][info][class,load] sun.reflect.misc.ReflectUtil source: jrt:/java.base
